date,market,crop,price_rwf
2008-08-01,Gatsibo,beans,313.75
2008-09-01,Gatsibo,beans,361.25
2008-10-01,Gatsibo,beans,387.5
2008-11-01,Gatsibo,beans,267.5
2008-12-01,Gatsibo,beans,210.0
2009-01-01,Gatsibo,beans,195.0
2009-02-01,Gatsibo,beans,185.0
2009-03-01,Gatsibo,beans,160.0
2009-04-01,Gatsibo,beans,162.5
2009-05-01,Gatsibo,beans,158.75
2009-06-01,Gatsibo,beans,170.0
2009-07-01,Gatsibo,beans,182.67
2009-08-01,Gatsibo,beans,237.88
2009-09-01,Gatsibo,beans,270.62
2009-10-01,Gatsibo,beans,335.62
2009-11-01,Gatsibo,beans,395.62
2009-12-01,Gatsibo,beans,410.0
2010-01-01,Gatsibo,beans,210.25
2010-02-01,Gatsibo,beans,220.62
2010-03-01,Gatsibo,beans,205.75
2010-04-01,Gatsibo,beans,205.83
2010-05-01,Gatsibo,beans,180.0
2010-06-01,Gatsibo,beans,219.25
2010-07-01,Gatsibo,beans,234.17
2010-08-01,Gatsibo,beans,241.67
2010-09-01,Gatsibo,beans,275.0
2010-10-01,Gatsibo,beans,268.12
2010-11-01,Gatsibo,beans,281.25
2010-12-01,Gatsibo,beans,247.5
2011-01-01,Gatsibo,beans,222.5
2011-02-01,Gatsibo,beans,195.75
2011-03-01,Gatsibo,beans,221.25
2011-04-01,Gatsibo,beans,254.67
2011-05-01,Gatsibo,beans,275.5
2011-06-01,Gatsibo,beans,239.4
2011-07-01,Gatsibo,beans,242.25
2011-08-01,Gatsibo,beans,267.4
2011-09-01,Gatsibo,beans,256.0
2011-10-01,Gatsibo,beans,223.5
2011-11-01,Gatsibo,beans,245.4
2011-12-01,Gatsibo,beans,274.515
2012-01-01,Gatsibo,beans,263.175
2012-02-01,Gatsibo,beans,249.89499999999998
2012-03-01,Gatsibo,beans,278.875
2012-04-01,Gatsibo,beans,325.81
2012-05-01,Gatsibo,beans,334.28499999999997
2012-06-01,Gatsibo,beans,331.235
2012-07-01,Gatsibo,beans,330.95
2012-08-01,Gatsibo,beans,331.925
2012-09-01,Gatsibo,beans,350.0
2012-10-01,Gatsibo,beans,310.0
2012-11-01,Gatsibo,beans,356.5
2012-12-01,Gatsibo,beans,355.13
2013-01-01,Gatsibo,beans,321.945
2013-02-01,Gatsibo,beans,323.0
2013-03-01,Gatsibo,beans,345.0
2013-04-01,Gatsibo,beans,366.6
2013-05-01,Gatsibo,beans,391.94
2013-06-01,Gatsibo,beans,375.93
2013-07-01,Gatsibo,beans,357.75
2013-08-01,Gatsibo,beans,366.36
2013-09-01,Gatsibo,beans,470.375
2013-10-01,Gatsibo,beans,545.1800000000001
2013-11-01,Gatsibo,beans,552.03
2013-12-01,Gatsibo,beans,402.055
2014-01-01,Gatsibo,beans,394.21500000000003
2014-02-01,Gatsibo,beans,383.0
2014-03-01,Gatsibo,beans,386.875
2014-04-01,Gatsibo,beans,381.04499999999996
2014-05-01,Gatsibo,beans,388.83500000000004
2014-06-01,Gatsibo,beans,373.71000000000004
2014-07-01,Gatsibo,beans,404.375
2014-08-01,Gatsibo,beans,407.25
2014-09-01,Gatsibo,beans,415.03499999999997
2014-10-01,Gatsibo,beans,307.0
2014-11-01,Gatsibo,beans,359.065
2014-12-01,Gatsibo,beans,339.695
2015-01-01,Gatsibo,beans,325.0
2015-02-01,Gatsibo,beans,320.1
2015-03-01,Gatsibo,beans,353.5
2015-04-01,Gatsibo,beans,380.385
2015-05-01,Gatsibo,beans,443.375
2015-06-01,Gatsibo,beans,417.89
2015-07-01,Gatsibo,beans,376.355
2015-08-01,Gatsibo,beans,388.56
2015-09-01,Gatsibo,beans,406.625
2015-10-01,Gatsibo,beans,397.4
2015-11-01,Gatsibo,beans,424.65
2015-12-01,Gatsibo,beans,436.0
2016-09-01,Gatsibo,beans,500.0
2016-10-01,Gatsibo,beans,525.0
2016-11-01,Gatsibo,beans,600.0
2016-12-01,Gatsibo,beans,537.5
2017-01-01,Gatsibo,beans,382.5
2017-02-01,Gatsibo,beans,400.0
2017-03-01,Gatsibo,beans,412.5
2017-04-01,Gatsibo,beans,490.0
2017-05-01,Gatsibo,beans,390.0
2017-06-01,Gatsibo,beans,350.0
2017-07-01,Gatsibo,beans,385.0
2017-08-01,Gatsibo,beans,425.0
2017-09-01,Gatsibo,beans,470.0
2017-10-01,Gatsibo,beans,427.5
2017-11-01,Gatsibo,beans,476.6666666666667
2017-12-01,Gatsibo,beans,333.3333333333333
2018-01-01,Gatsibo,beans,322.5
2018-02-01,Gatsibo,beans,355.0
2018-03-01,Gatsibo,beans,348.75
2018-04-01,Gatsibo,beans,366.25
2018-05-01,Gatsibo,beans,360.0
2018-06-01,Gatsibo,beans,356.6666666666667
2018-07-01,Gatsibo,beans,366.6666666666667
2018-08-01,Gatsibo,beans,336.25
2018-09-01,Gatsibo,beans,446.6666666666667
2018-10-01,Gatsibo,beans,389.5466666666666
2018-11-01,Gatsibo,beans,403.75
2018-12-01,Gatsibo,beans,353.3333333333333
2019-01-01,Gatsibo,beans,322.5
2019-02-01,Gatsibo,beans,373.7925
2019-03-01,Gatsibo,beans,396.0
2019-04-01,Gatsibo,beans,410.0
2019-05-01,Gatsibo,beans,392.12000000000006
2019-06-01,Gatsibo,beans,330.3025
2019-07-01,Gatsibo,beans,391.6075
2019-08-01,Gatsibo,beans,430.27750000000003
2019-09-01,Gatsibo,beans,460.7925
2019-10-01,Gatsibo,beans,530.0
2019-11-01,Gatsibo,beans,788.69
2019-12-01,Gatsibo,beans,443.75
2020-01-01,Gatsibo,beans,451.6666666666667
2020-02-01,Gatsibo,beans,490.4175
2020-03-01,Gatsibo,beans,628.4733333333334
2020-04-01,Gatsibo,beans,629.1675
2020-05-01,Gatsibo,beans,508.3333333333333
2020-06-01,Gatsibo,beans,594.4466666666666
2020-07-01,Gatsibo,beans,605.105
2020-08-01,Gatsibo,beans,642.3266666666667
2020-09-01,Gatsibo,beans,758.53
2020-10-01,Gatsibo,beans,836.11
2020-11-01,Gatsibo,beans,813.3325
2020-12-01,Gatsibo,beans,567.8866666666667
2021-01-01,Gatsibo,beans,461.57666666666665
2021-02-01,Gatsibo,beans,488.8866666666666
2021-03-01,Gatsibo,beans,558.5475
2021-04-01,Gatsibo,beans,447.49
2021-05-01,Gatsibo,beans,341.25
2021-06-01,Gatsibo,beans,387.5825
2021-07-01,Gatsibo,beans,444.1666666666667
2021-08-01,Gatsibo,beans,442.22333333333336
2021-09-01,Gatsibo,beans,404.11
2021-10-01,Gatsibo,beans,328.89000000000004
2021-11-01,Gatsibo,beans,292.0825
2021-12-01,Gatsibo,beans,278.78499999999997
2022-01-01,Gatsibo,beans,246.29666666666665
2022-02-01,Gatsibo,beans,289.98249999999996
2022-03-01,Gatsibo,beans,322.32
2022-04-01,Gatsibo,beans,409.11
2022-05-01,Gatsibo,beans,361.0175
2022-06-01,Gatsibo,beans,452.045
2022-07-01,Gatsibo,beans,619.35
2022-08-01,Gatsibo,beans,650.63
2022-09-01,Gatsibo,beans,802.36
2022-10-01,Gatsibo,beans,894.2666666666668
2022-11-01,Gatsibo,beans,889.515
2022-12-01,Gatsibo,beans,727.805
2023-01-01,Gatsibo,beans,916.375
2023-02-01,Gatsibo,beans,1172.8925
2023-03-01,Gatsibo,beans,1492.015
2023-04-01,Gatsibo,beans,1318.4924999999998
2023-05-01,Gatsibo,beans,1203.4033333333334
2023-06-01,Gatsibo,beans,1189.28
2023-07-01,Gatsibo,beans,1059.69
2023-08-01,Gatsibo,beans,1081.7933333333333
2023-09-01,Gatsibo,beans,1053.2433333333333
2023-10-01,Gatsibo,beans,986.2025
2023-11-01,Gatsibo,beans,899.76
2023-12-01,Gatsibo,beans,562.8824999999999
2024-01-01,Gatsibo,beans,463.6225
2024-02-01,Gatsibo,beans,484.2775
2024-03-01,Gatsibo,beans,452.0825
2024-04-01,Gatsibo,beans,533.756
2024-05-01,Gatsibo,beans,505.58
2024-06-01,Gatsibo,beans,607.872
2024-07-01,Gatsibo,beans,656.3525
2024-08-01,Gatsibo,beans,754.68
2024-09-01,Gatsibo,beans,838.5066666666667
2024-10-01,Gatsibo,beans,951.95
2024-11-01,Gatsibo,beans,1004.8525
2024-12-01,Gatsibo,beans,883.4159999999999
2025-01-01,Gatsibo,beans,802.8
2025-02-01,Gatsibo,beans,763.02
2025-03-01,Gatsibo,beans,868.0840000000001
2025-04-01,Gatsibo,beans,925.0
2025-05-01,Gatsibo,beans,883.505
2025-06-01,Gatsibo,beans,769.7925
2025-07-01,Gatsibo,beans,778.675
2025-08-01,Gatsibo,beans,827.8824999999999
2025-09-01,Gatsibo,beans,872.5
2025-10-01,Gatsibo,beans,801.638
2025-11-01,Gatsibo,beans,714.6659999999999
2025-12-01,Gatsibo,beans,720.866
2026-01-01,Gatsibo,beans,614.9725
2026-02-01,Gatsibo,beans,710.045
2026-03-01,Gatsibo,beans,735.322
2026-04-01,Gatsibo,beans,932.9175
2026-05-01,Gatsibo,beans,908.3333333333334
2026-06-01,Gatsibo,beans,1000.0
2008-01-01,Gicumbi,beans,234.16666666666666
2008-02-01,Gicumbi,beans,227.5
2008-03-01,Gicumbi,beans,233.75
2008-04-01,Gicumbi,beans,247.08333333333334
2008-05-01,Gicumbi,beans,255.0
2008-06-01,Gicumbi,beans,270.0
2008-07-01,Gicumbi,beans,303.3333333333333
2008-08-01,Gicumbi,beans,325.0
2008-09-01,Gicumbi,beans,353.75
2008-10-01,Gicumbi,beans,358.75
2008-11-01,Gicumbi,beans,289.375
2008-12-01,Gicumbi,beans,247.5
2009-01-01,Gicumbi,beans,194.16666666666666
2009-02-01,Gicumbi,beans,192.91666666666666
2009-03-01,Gicumbi,beans,180.0
2009-04-01,Gicumbi,beans,186.75
2009-05-01,Gicumbi,beans,186.25
2009-06-01,Gicumbi,beans,194.35500000000002
2009-07-01,Gicumbi,beans,198.1
2009-08-01,Gicumbi,beans,234.44333333333336
2009-09-01,Gicumbi,beans,305.98
2009-10-01,Gicumbi,beans,288.65333333333336
2009-11-01,Gicumbi,beans,416.34666666666664
2009-12-01,Gicumbi,beans,332.85
2010-01-01,Gicumbi,beans,202.62666666666667
2010-02-01,Gicumbi,beans,224.08333333333334
2010-03-01,Gicumbi,beans,218.95666666666668
2010-04-01,Gicumbi,beans,221.59666666666666
2010-05-01,Gicumbi,beans,207.71
2010-06-01,Gicumbi,beans,222.5
2010-07-01,Gicumbi,beans,243.02666666666664
2010-08-01,Gicumbi,beans,270.65333333333336
2010-09-01,Gicumbi,beans,308.98
2010-10-01,Gicumbi,beans,300.4433333333333
2010-11-01,Gicumbi,beans,293.875
2010-12-01,Gicumbi,beans,280.84
2011-01-01,Gicumbi,beans,251.5
2011-02-01,Gicumbi,beans,229.0
2011-03-01,Gicumbi,beans,251.45000000000002
2011-04-01,Gicumbi,beans,290.81333333333333
2011-05-01,Gicumbi,beans,312.5
2011-06-01,Gicumbi,beans,276.0833333333333
2011-07-01,Gicumbi,beans,288.34
2011-08-01,Gicumbi,beans,307.84
2011-09-01,Gicumbi,beans,304.98
2011-10-01,Gicumbi,beans,266.125
2011-11-01,Gicumbi,beans,277.4166666666667
2011-12-01,Gicumbi,beans,257.23333333333335
2012-01-01,Gicumbi,beans,207.51749999999998
2012-02-01,Gicumbi,beans,232.45499999999998
2012-03-01,Gicumbi,beans,267.1525
2012-04-01,Gicumbi,beans,307.96500000000003
2012-05-01,Gicumbi,beans,314.1225
2012-06-01,Gicumbi,beans,294.73333333333335
2012-07-01,Gicumbi,beans,299.52750000000003
2012-08-01,Gicumbi,beans,303.46666666666664
2012-09-01,Gicumbi,beans,324.5
2012-10-01,Gicumbi,beans,333.0
2012-11-01,Gicumbi,beans,343.5
2012-12-01,Gicumbi,beans,326.7925
2013-01-01,Gicumbi,beans,257.2075
2013-02-01,Gicumbi,beans,272.25
2013-03-01,Gicumbi,beans,308.625
2013-04-01,Gicumbi,beans,331.4375
2013-05-01,Gicumbi,beans,350.6666666666667
2013-06-01,Gicumbi,beans,352.18
2013-07-01,Gicumbi,beans,350.4825
2013-08-01,Gicumbi,beans,364.99333333333334
2013-09-01,Gicumbi,beans,462.8675
2013-10-01,Gicumbi,beans,540.735
2013-11-01,Gicumbi,beans,511.59749999999997
2013-12-01,Gicumbi,beans,371.31333333333333
2014-01-01,Gicumbi,beans,301.115
2014-02-01,Gicumbi,beans,336.23
2014-03-01,Gicumbi,beans,362.2175
2014-04-01,Gicumbi,beans,362.9775
2014-05-01,Gicumbi,beans,355.0625
2014-06-01,Gicumbi,beans,388.5233333333333
2014-07-01,Gicumbi,beans,378.58500000000004
2014-08-01,Gicumbi,beans,378.97249999999997
2014-09-01,Gicumbi,beans,370.8333333333333
2014-10-01,Gicumbi,beans,370.1666666666667
2014-11-01,Gicumbi,beans,337.11999999999995
2014-12-01,Gicumbi,beans,297.51666666666665
2015-01-01,Gicumbi,beans,293.16
2015-02-01,Gicumbi,beans,280.76
2015-03-01,Gicumbi,beans,308.0625
2015-04-01,Gicumbi,beans,375.9266666666667
2015-05-01,Gicumbi,beans,391.02666666666664
2015-06-01,Gicumbi,beans,316.52666666666664
2015-07-01,Gicumbi,beans,331.49666666666667
2015-08-01,Gicumbi,beans,350.6875
2015-09-01,Gicumbi,beans,373.10999999999996
2015-10-01,Gicumbi,beans,387.145
2015-11-01,Gicumbi,beans,391.385
2015-12-01,Gicumbi,beans,433.5
2016-08-01,Gicumbi,beans,500.0
2016-09-01,Gicumbi,beans,510.0
2016-10-01,Gicumbi,beans,575.0
2016-11-01,Gicumbi,beans,575.0
2016-12-01,Gicumbi,beans,550.0
2017-01-01,Gicumbi,beans,458.3333333333333
2017-02-01,Gicumbi,beans,480.0
2017-03-01,Gicumbi,beans,475.0
2017-04-01,Gicumbi,beans,500.0
2017-05-01,Gicumbi,beans,500.0
2017-06-01,Gicumbi,beans,410.0
2017-07-01,Gicumbi,beans,400.0
2017-08-01,Gicumbi,beans,425.0
2017-09-01,Gicumbi,beans,470.0
2017-10-01,Gicumbi,beans,427.5
2017-11-01,Gicumbi,beans,463.3333333333333
2017-12-01,Gicumbi,beans,356.6666666666667
2018-01-01,Gicumbi,beans,350.0
2018-02-01,Gicumbi,beans,355.0
2018-03-01,Gicumbi,beans,354.0
2018-04-01,Gicumbi,beans,389.0
2018-05-01,Gicumbi,beans,412.0
2018-06-01,Gicumbi,beans,382.0
2018-07-01,Gicumbi,beans,396.0
2018-08-01,Gicumbi,beans,372.5
2018-09-01,Gicumbi,beans,387.5
2018-10-01,Gicumbi,beans,398.166
2018-11-01,Gicumbi,beans,407.334
2018-12-01,Gicumbi,beans,400.0
2019-01-01,Gicumbi,beans,371.5
2019-02-01,Gicumbi,beans,380.5575
2019-03-01,Gicumbi,beans,407.9175
2019-04-01,Gicumbi,beans,430.0
2019-05-01,Gicumbi,beans,473.125
2019-06-01,Gicumbi,beans,440.11
2019-07-01,Gicumbi,beans,437.5
2019-08-01,Gicumbi,beans,488.3925
2019-09-01,Gicumbi,beans,533.57
2019-10-01,Gicumbi,beans,570.415
2019-11-01,Gicumbi,beans,690.625
2019-12-01,Gicumbi,beans,534.3325
2020-01-01,Gicumbi,beans,536.6675
2020-02-01,Gicumbi,beans,523.81
2020-03-01,Gicumbi,beans,624.5825
2020-04-01,Gicumbi,beans,651.5275
2020-05-01,Gicumbi,beans,560.0
2020-06-01,Gicumbi,beans,592.2833333333333
2020-07-01,Gicumbi,beans,609.8100000000001
2020-08-01,Gicumbi,beans,634.3774999999999
2020-09-01,Gicumbi,beans,729.755
2020-10-01,Gicumbi,beans,813.61
2020-11-01,Gicumbi,beans,813.0699999999999
2020-12-01,Gicumbi,beans,789.2149999999999
2021-01-01,Gicumbi,beans,522.9175
2021-02-01,Gicumbi,beans,562.5
2021-03-01,Gicumbi,beans,552.15
2021-04-01,Gicumbi,beans,520.6033333333334
2021-05-01,Gicumbi,beans,504.0733333333333
2021-06-01,Gicumbi,beans,496.875
2021-07-01,Gicumbi,beans,492.34666666666664
2021-08-01,Gicumbi,beans,493.9833333333333
2021-09-01,Gicumbi,beans,429.8925
2021-10-01,Gicumbi,beans,500.8333333333333
2008-01-01,Gisagara,beans,292.5
2008-02-01,Gisagara,beans,315.0
2008-03-01,Gisagara,beans,297.5
2008-04-01,Gisagara,beans,297.5
2008-05-01,Gisagara,beans,300.0
2008-06-01,Gisagara,beans,318.75
2008-07-01,Gisagara,beans,351.67
2008-08-01,Gisagara,beans,385.0
2008-09-01,Gisagara,beans,398.75
2008-10-01,Gisagara,beans,385.0
2008-11-01,Gisagara,beans,372.5
2008-12-01,Gisagara,beans,290.0
2009-01-01,Gisagara,beans,261.25
2009-02-01,Gisagara,beans,270.0
2009-03-01,Gisagara,beans,285.0
2009-04-01,Gisagara,beans,254.17
2009-05-01,Gisagara,beans,235.0
2009-06-01,Gisagara,beans,233.38
2009-07-01,Gisagara,beans,252.88
2009-08-01,Gisagara,beans,282.0
2009-09-01,Gisagara,beans,355.65
2009-10-01,Gisagara,beans,350.12
2009-11-01,Gisagara,beans,381.67
2009-12-01,Gisagara,beans,374.5
2010-01-01,Gisagara,beans,231.12
2010-02-01,Gisagara,beans,236.38
2010-03-01,Gisagara,beans,275.0
2010-04-01,Gisagara,beans,295.0
2010-05-01,Gisagara,beans,279.25
2010-06-01,Gisagara,beans,297.6
2010-07-01,Gisagara,beans,289.29
2010-08-01,Gisagara,beans,299.58
2010-09-01,Gisagara,beans,364.4
2010-10-01,Gisagara,beans,351.33
2010-11-01,Gisagara,beans,341.5
2010-12-01,Gisagara,beans,298.46
2011-01-01,Gisagara,beans,265.0
2011-02-01,Gisagara,beans,248.0
2011-03-01,Gisagara,beans,271.8
2011-04-01,Gisagara,beans,293.33
2011-05-01,Gisagara,beans,333.0
2011-06-01,Gisagara,beans,326.2
2011-07-01,Gisagara,beans,331.5
2011-08-01,Gisagara,beans,340.2
2011-09-01,Gisagara,beans,345.25
2011-10-01,Gisagara,beans,324.0
2011-11-01,Gisagara,beans,318.2
